Company name,ASX code,GICS industry group
"SHOPLY LIMITED",SHP,"Media"
"SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP",SCP,"Real Estate"
"SHREE MINERALS LIMITED",SHH,"Materials"
"SIBURAN RESOURCES LIMITED",SBU,"Materials"
"SIERRA MINING LIMITED",SRM,"Materials"
"SIETEL LIMITED",SSL,"Real Estate"
"SIGMA PHARMACEUTICALS LIMITED",SIP,"Health Care Equipment & Services"
"SIGNATURE METALS LIMITED",SBL,"Materials"
"SIHAYO GOLD LIMITED",SIH,"Materials"
"SILEX SYSTEMS LIMITED",SLX,"Semiconductors & Semiconductor Equipment"
"SILVER CHEF LIMITED",SIV,"Capital Goods"
"SILVER CITY MINERALS LIMITED",SCI,"Materials"
"SILVER LAKE RESOURCES LIMITED",SLR,"Materials"
"SILVER MINES LIMITED",SVL,"Materials"
"SIMAVITA LIMITED",SVA,"Health Care Equipment & Services"
"SIMS METAL MANAGEMENT LIMITED",SGM,"Materials"
"SINGAPORE TELECOMMUNICATIONS LIMITED.",SGT,"Telecommunication Services"
"SINO AUSTRALIA OIL & GAS LIMITED",SAO,"Energy"
"SINO GAS & ENERGY HOLDINGS LIMITED",SEH,"Energy"
"SINO STRATEGIC INTERNATIONAL LIMITED",SSI,"Consumer Services"
"SINO-EXCEL ENERGY LIMITED",SLE,"Commercial & Professional Services"
"SINOVUS MINING LIMITED",SNV,"Materials"
"SIPA RESOURCES LIMITED",SRI,"Materials"
"SIRIUS RESOURCES NL",SIR,"Materials"
"SIROCCO ENERGY LTD",SCY,"Energy"
"SIRTEX MEDICAL LIMITED",SRX,"Pharmaceuticals, Biotechnology & Life Sciences"
"SITE GROUP INTERNATIONAL LIMITED",SIT,"Consumer Services"
"SKILLED GROUP LIMITED",SKE,"Commercial & Professional Services"
"SKY NETWORK TELEVISION LIMITED.",SKT,"Media"
"SKYCITY ENTERTAINMENT GROUP LIMITED",SKC,"Consumer Services"
"SKYWARDS LTD",SKL,"Consumer Durables & Apparel"
"SLATER & GORDON LIMITED",SGH,"Consumer Services"
"SMART PARKING LIMITED",SPZ,"Technology Hardware & Equipment"
"SMART SERIES 2011-3 TRUST",SNA,"GICS Sector Code Not Applicable"
"SMARTPAY HOLDINGS LIMITED",SMP,"Telecommunication Services"
"SMARTTRANS HOLDINGS LTD",SMA,"Software & Services"
"SML CORPORATION LIMITED",SOP,"Materials"
"SMS MANAGEMENT & TECHNOLOGY LIMITED.",SMX,"Software & Services"
"SOFCOM LIMITED",SOF,"Software & Services"
"SOIL SUB TECHNOLOGIES LIMITED",SOI,"Food Beverage & Tobacco"
"SOLAGRAN LIMITED",SLA,"Pharmaceuticals, Biotechnology & Life Sciences"
"SOLCO LTD",SOO,"Capital Goods"
"SOLIMAR ENERGY LIMITED.",SXS,"Energy"
"SOMNOMED LIMITED",SOM,"Health Care Equipment & Services"
"SONIC HEALTHCARE LIMITED",SHL,"Health Care Equipment & Services"
"SOUTH AMERICAN FERRO METALS LIMITED",SFZ,"Materials"
"SOUTH AMERICAN IRON & STEEL CORPORATION LIMITED",SAY,"Materials"
"SOUTH BOULDER MINES LTD",STB,"Materials"
"SOUTH EAST ASIA RESOURCES LIMITED",SXI,"Materials"
"SOUTHERN CROSS ELECTRICAL ENGINEERING LTD",SXE,"Capital Goods"
"SOUTHERN CROSS EXPLORATION N.L.",SXX,"Materials"
"SOUTHERN CROSS GOLDFIELDS LIMITED",SXG,"Materials"
"SOUTHERN CROSS MEDIA GROUP LIMITED",SXL,"Media"
"SOUTHERN CROWN RESOURCES LIMITED",SWR,"Materials"
"SOUTHERN GOLD LIMITED",SAU,"Materials"
"SOUTHERN HEMISPHERE MINING LIMITED",SUH,"Materials"
"SOVEREIGN GOLD COMPANY LIMITED",SOC,"Materials"
"SOVEREIGN METALS LIMITED",SVM,"Materials"
"SP AUSNET",SPN,"Utilities"
"SPARK INFRASTRUCTURE GROUP",SKI,"Utilities"
"SPDR S&P/ASX 200 FUND",STW,"GICS Sector Code Not Applicable"
"SPDR S&P/ASX 200 LISTED PROPERTY FUND",SLF,"GICS Sector Code Not Applicable"
"SPDR S&P/ASX 50 FUND",SFY,"GICS Sector Code Not Applicable"
"SPECIALTY FASHION GROUP LIMITED",SFH,"Retailing"
"SPECTRUM RARE EARTHS LIMITED",SPX,"Materials"
"SPHERE MINERALS LIMITED",SPH,"Materials"
"SPI ELECTRICITY & GAS AUSTRALIA HOLDINGS PTY LTD",SPE,"GICS Sector Code Not Applicable"
"SPITFIRE RESOURCES LIMITED",SPI,"Materials"
"SPRINT ENERGY LIMITED",SPS,"Energy"
"SPRINTEX LIMITED",SIX,"Automobile & Components"
"ST BARBARA LIMITED",SBM,"Materials"
"ST GEORGE MINING LIMITED",SGQ,"Materials"
"STANFIELD FUNDS MANAGEMENT LIMITED",SFN,"Diversified Financials"
"STANMORE COAL LIMITED",SMR,"Energy"
"STARPHARMA HOLDINGS LIMITED",SPL,"Pharmaceuticals, Biotechnology & Life Sciences"
"STAVELY MINERALS LIMITED",SVY,"Classification Pending"
"STEADFAST GROUP LIMITED",SDF,"Insurance"
"STEAMSHIPS TRADING COMPANY LIMITED",SST,"Capital Goods"
"STELLAR RESOURCES LIMITED",SRZ,"Materials"
"STERIHEALTH LIMITED",STP,"Commercial & Professional Services"
"STERLING PLANTATIONS LIMITED",SBI,"Food Beverage & Tobacco"
"STIRLING PRODUCTS LIMITED",STI,"GICS Sector Code Not Applicable"
"STOCKLAND",SGP,"Real Estate"
"STOKES LIMITED",SKS,"Capital Goods"
"STONE RESOURCES AUSTRALIA LIMITED",SHK,"Materials"
"STONEHENGE METALS LIMITED",SHE,"Energy"
"STONEWALL RESOURCES LIMITED",SWJ,"Materials"
"STRAITS RESOURCES LIMITED.",SRQ,"Materials"
"STRATA-X ENERGY LIMITED",SXA,"Energy"
"STRATEGIC ELEMENTS LIMITED",SOR,"Diversified Financials"
"STRATEGIC ENERGY RESOURCES LIMITED",SER,"Energy"
"STRATEGIC MINERALS CORPORATION NL",SMC,"Materials"
"STRATOS RESOURCES LIMITED",SAT,"Materials"
"STRATUM METALS LIMITED",SXT,"Materials"
"STREAM GROUP LIMITED",SGO,"Software & Services"
"STRIKE ENERGY LIMITED",STX,"Energy"
"STRIKE RESOURCES LIMITED",SRK,"Materials"
"STRUCTURAL MONITORING SYSTEMS PLC",SMN,"Technology Hardware & Equipment"
"STRUCTURAL SYSTEMS LIMITED",STS,"Capital Goods"
"STW COMMUNICATIONS GROUP LIMITED",SGN,"Media"
"STYLE LIMITED",SYP,"Capital Goods"
"SUBZERO GROUP LIMITED",SZG,"Capital Goods"
"SUCCESS RESOURCES GLOBAL LTD",SGU,"Consumer Services"
"SUDA LTD",SUD,"Pharmaceuticals, Biotechnology & Life Sciences"
"SUMATRA COPPER & GOLD PLC",SUM,"Materials"
"SUMMERSET GROUP HOLDINGS LIMITED",SNZ,"Health Care Equipment & Services"
"SUMMIT RESOURCES LIMITED",SMM,"Energy"
"SUN BIOMEDICAL LIMITED",SBN,"Health Care Equipment & Services"
"SUN RESOURCES NL",SUR,"Energy"
"SUNBIRD ENERGY LIMITED",SNY,"Energy"
"SUNBRIDGE GROUP LIMITED",SBB,"Retailing"
"SUNCORP GROUP LIMITED",SUN,"Insurance"
"SUNCORP-METWAY LIMITED .",SBK,"Insurance"
"SUNDANCE ENERGY AUSTRALIA LIMITED",SEA,"Energy"
"SUNDANCE RESOURCES LIMITED",SDL,"Materials"
"SUNLAND GROUP LIMITED",SDG,"Real Estate"
"SUNVEST CORPORATION LIMITED",SVS,"GICS Sector Code Not Applicable"
"SUPER RETAIL GROUP LIMITED",SUL,"Retailing"
"SUPERIOR RESOURCES LIMITED",SPQ,"Materials"
"SUPPLY NETWORK LIMITED",SNL,"Retailing"
"SWALA ENERGY LIMITED",SWE,"Energy"
"SWAN GOLD MINING LIMITED",SWA,"Materials"
"SWICK MINING SERVICES LTD",SWK,"Capital Goods"
"SWW ENERGY LIMITED",SWW,"Energy"
"SYDNEY AIRPORT",SYD,"Transportation"
"SYNDICATED METALS LIMITED",SMD,"Materials"
"SYNERGY PLUS LIMITED",SNR,"Software & Services"
"SYNGAS LIMITED",SYS,"Energy"
"SYRAH RESOURCES LIMITED",SYR,"Materials"
"TABCORP HOLDINGS LIMITED",TAH,"Consumer Services"
"TAG PACIFIC LIMITED",TAG,"Diversified Financials"
"TAKORADI LIMITED",TKG,"Materials"
"TALGA RESOURCES LTD",TLG,"Materials"
"TALISMAN MINING LIMITED",TLM,"Materials"
"TALON PETROLEUM LIMITED",TPD,"Energy"
"TAMASKA OIL AND GAS LTD",TMK,"Energy"
"TAMAWOOD LIMITED",TWD,"Consumer Durables & Apparel"
"TANAMI GOLD NL",TAM,"Materials"
"TANDOU LIMITED",TAN,"Food Beverage & Tobacco"
"TANGIERS PETROLEUM LIMITED",TPT,"Energy"
"TAP OIL LIMITED",TAP,"Energy"
"TARGET ENERGY LIMITED",TEX,"Energy"
"TARUGA GOLD LIMITED",TAR,"Materials"
"TASMAN RESOURCES LTD",TAS,"Materials"
"TASMANIA MINES LIMITED",TMM,"Materials"
"TASSAL GROUP LIMITED",TGR,"Food Beverage & Tobacco"
"TATTS GROUP LIMITED",TTS,"Consumer Services"
"TAWANA RESOURCES NL",TAW,"Materials"
"TECHNICHE LIMITED.",TCN,"Diversified Financials"
"TECHNOLOGY ONE LIMITED",TNE,"Software & Services"
"TEL.PACIFIC LIMITED",TPC,"Telecommunication Services"
"TELECOM CORPORATION OF NEW ZEALAND LIMITED",TEL,"Telecommunication Services"
"TELESSO TECHNOLOGIES LIMITED",TEO,"GICS Sector Code Not Applicable"
"TELLUS RESOURCES LTD",TLU,"Materials"
"TELSTRA CORPORATION LIMITED.",TLS,"Telecommunication Services"
"TEMPLETON GLOBAL GROWTH FUND LIMITED",TGG,"Diversified Financials"
"TEMPO AUSTRALIA LTD",TPP,"Commercial & Professional Services"
"TEN NETWORK HOLDINGS LIMITED",TEN,"Media"
"TERANGA GOLD CORPORATION",TGZ,"Materials"
"TERRAIN MINERALS LIMITED",TMX,"Materials"
"TERRAMIN AUSTRALIA LIMITED.",TZN,"Materials"
"TEYS LIMITED",TYS,"GICS Sector Code Not Applicable"
"TFS CORPORATION LIMITED",TFC,"Materials"
"THE AUSTRALIAN SOCIAL INFRASTRUCTURE FUND",AZF,"Real Estate"
"THE REJECT SHOP LIMITED",TRS,"Retailing"
"THE ROYAL BANK OF SCOTLAND N.V.",ABO,"GICS Sector Code Not Applicable"
"THE WATERBERG COAL COMPANY LIMITED",WCC,"Energy"
"THINKSMART LIMITED",TSM,"Diversified Financials"
"THO SERVICES LIMITED",THO,"Capital Goods"
"THOMSON RESOURCES LIMITED",TMZ,"Materials"
"THOR MINING PLC",THR,"Materials"
"THORN GROUP LIMITED",TGA,"Retailing"
"THORNEY OPPORTUNITIES LTD",TOP,"GICS Sector Code Not Applicable"
"THUNDELARRA LIMITED",THX,"Materials"
"TIARO COAL LIMITED",TCM,"Energy"
"TIDEWATER INVESTMENTS LIMITED",TDI,"Diversified Financials"
"TIGER RESOURCES LIMITED",TGS,"Materials"
"TIGERS REALM COAL LIMITED",TIG,"Materials"
"TIMPETRA RESOURCES LIMITED",TPR,"Materials"
"TISSUE THERAPIES LIMITED",TIS,"Pharmaceuticals, Biotechnology & Life Sciences"
"TITAN ENERGY LTD",TTE,"Energy"
"TITAN ENERGY SERVICES LIMITED",TTN,"Energy"
"TLOU ENERGY LIMITED",TOU,"Energy"
"TNG LIMITED",TNG,"Materials"
"TOLL HOLDINGS LIMITED",TOL,"Transportation"
"TOP END MINERALS LIMITED",TND,"Energy"
"TORIAN RESOURCES NL",TNR,"Materials"
"TORO ENERGY LIMITED",TOE,"Energy"
"TORRENS 2009-3 TRUST",TRB,"GICS Sector Code Not Applicable"
"TORRENS ENERGY LIMITED",TEY,"Utilities"
"TORRENS SERIES 2010-1 TRUST",TRP,"GICS Sector Code Not Applicable"
"TORRENS SERIES 2010-2 TRUST",TRK,"GICS Sector Code Not Applicable"
"TORRENS SERIES 2010-3 TRUST",TOA,"GICS Sector Code Not Applicable"
"TORRENS SERIES 2011-1(E) TRUST",TRA,"GICS Sector Code Not Applicable"
"TORRENS SERIES 2013-1 TRUST",TNB,"GICS Sector Code Not Applicable"
"TORRENS SERIES 2013-2 TRUST",TNF,"GICS Sector Code Not Applicable"
"TORRENS SERIES 2014-1 TRUST",TNH,"GICS Sector Code Not Applicable"
"TOWER LIMITED",TWR,"Insurance"
"TOX FREE SOLUTIONS LIMITED",TOX,"Commercial & Professional Services"
"TPG TELECOM LIMITED",TPM,"Telecommunication Services"
"TRADE ME GROUP LIMITED",TME,"Retailing"
"TRAFFIC TECHNOLOGIES LTD.",TTI,"Transportation"
"TRAFFORD RESOURCES LIMITED",TRF,"Materials"
"TRAKA RESOURCES LIMITED",TKL,"Materials"
"TRANSACTION SOLUTIONS INTERNATIONAL LIMITED",TSN,"Software & Services"
"TRANSERV ENERGY LIMITED",TSV,"Energy"
"TRANSFIELD SERVICES LIMITED",TSE,"Commercial & Professional Services"
"TRANSMETRO CORPORATION LIMITED",TCO,"Consumer Services"
"TRANSPACIFIC INDUSTRIES GROUP LTD",TPI,"Commercial & Professional Services"
"TRANSPACIFIC SPS TRUST",TPA,"Diversified Financials"
"TRANSURBAN GROUP",TCL,"Transportation"
"TREASURY CORPORATION OF VICTORIA",XVG,"GICS Sector Code Not Applicable"
"TREASURY GROUP LIMITED",TRG,"Diversified Financials"
"TREASURY WINE ESTATES LIMITED",TWE,"Food Beverage & Tobacco"
"TREYO LEISURE AND ENTERTAINMENT LIMITED",TYO,"Consumer Durables & Apparel"
"TRIANGLE ENERGY (GLOBAL) LIMITED",TEG,"Energy"
"TRIAUSMIN LIMITED",TRO,"Materials"
"TRIBUNE RESOURCES LIMITED",TBR,"Materials"
"TRINITY GROUP",TCQ,"Real Estate"
"TRIPLE ENERGY LIMITED",TNP,"Energy"
"TRITON MINERALS LTD",TON,"Materials"
"TROY RESOURCES LIMITED",TRY,"Materials"
"TRUSCOTT MINING CORPORATION LIMITED",TRM,"Materials"
"TRUSTEES AUSTRALIA LIMITED",TAU,"Consumer Services"
"TTA HOLDINGS LIMITED",TTA,"Retailing"
"TTG FINTECH LIMITED",TUP,"Software & Services"
"TUNGSTEN MINING NL",TGN,"Materials"
"TW HOLDINGS LIMITED",TWH,"Food Beverage & Tobacco"
"TWENTY-FIRST CENTURY FOX, INC.",FOX,"Media"
"TWT GROUP LIMITED",TWT,"Consumer Durables & Apparel"
"TYCHEAN RESOURCES LTD",TYK,"Materials"
"TYRIAN DIAGNOSTICS LIMITED",TDX,"Pharmaceuticals, Biotechnology & Life Sciences"
"TZ LIMITED",TZL,"Capital Goods"
"U & D COAL LIMITED",UND,"Energy"
"UGL LIMITED",UGL,"Capital Goods"
"UNDERCOVERWEAR LIMITED",UCW,"Consumer Durables & Apparel"
"UNILIFE CORPORATION",UNS,"Health Care Equipment & Services"
"UNITED OVERSEAS AUSTRALIA LIMITED",UOS,"Real Estate"
"UNITED URANIUM LIMITED",UUL,"Energy"
"UNITY MINING LIMITED",UML,"Materials"
"UNIVERSAL BIOSENSORS INC.",UBI,"Health Care Equipment & Services"
"UNIVERSAL COAL PLC",UNV,"Energy"
"URANEX LIMITED",UNX,"Energy"
"URANIUM EQUITIES LIMITED",UEQ,"Energy"
"URANIUMSA LIMITED",USA,"Energy"
"US MASTERS HOLDINGS LIMITED",USH,"GICS Sector Code Not Applicable"
"US MASTERS RESIDENTIAL PROPERTY FUND",URF,"Real Estate"
"US SELECT PRIVATE OPPORTUNITIES FUND",USF,"GICS Sector Code Not Applicable"
"US SELECT PRIVATE OPPORTUNITIES FUND II",USG,"GICS Sector Code Not Applicable"
"USCOM LIMITED",UCM,"Health Care Equipment & Services"
"UXA RESOURCES LTD",UXA,"Energy"
"UXC LIMITED",UXC,"Software & Services"
"VALENCE INDUSTRIES LIMITED",VXL,"Materials"
"VALMEC LIMITED",VMX,"Energy"
"VAN EYK BLUEPRINT ALTERNATIVES PLUS",VBP,"GICS Sector Code Not Applicable"
"VANTAGE GOLDFIELDS LIMITED",VGO,"Materials"
"VARISCAN MINES LIMITED",VAR,"Materials"
"VDM GROUP LIMITED",VMG,"Capital Goods"
"VEALLS LIMITED",VEL,"Consumer Services"
"VECTOR RESOURCES LIMITED",VEC,"Materials"
"VEDA GROUP LIMITED",VED,"Commercial & Professional Services"
"VENTNOR RESOURCES LTD",VRX,"Materials"
"VENTURE MINERALS LIMITED",VMS,"Materials"
"VENTUREX RESOURCES LIMITED",VXR,"Materials"
"VENUS METALS CORPORATION LIMITED",VMC,"Materials"
"VGP CORPORATION LIMITED",VGP,"Capital Goods"
"VIAGOLD CAPITAL LIMITED",VIA,"Consumer Services"
"VICTOR GROUP HOLDINGS LIMITED",VIG,"Classification Pending"
"VICTORY MINES LIMITED",VIC,"Materials"
"VICULUS LIMITED",VCL,"GICS Sector Code Not Applicable"
"VIENTO GROUP LIMITED",VIE,"Capital Goods"
"VIETNAM INDUSTRIAL INVESTMENTS LIMITED",VII,"Materials"
"VIKING ASHANTI LIMITED",VKA,"Materials"
"VILLA WORLD LIMITED.",VLW,"Real Estate"
"VILLAGE ROADSHOW LIMITED",VRL,"Media"
"VIRALYTICS LIMITED",VLA,"Pharmaceuticals, Biotechnology & Life Sciences"
"VIRAX HOLDINGS LIMITED",VHL,"Pharmaceuticals, Biotechnology & Life Sciences"
"VIRGIN AUSTRALIA HOLDINGS LIMITED",VAH,"Transportation"
"VIRTUS HEALTH LIMITED",VRT,"Health Care Equipment & Services"
"VISION EYE INSTITUTE LIMITED",VEI,"Health Care Equipment & Services"
"VITA GROUP LIMITED",VTG,"Retailing"
"VITA LIFE SCIENCES LIMITED.",VSC,"Pharmaceuticals, Biotechnology & Life Sciences"
"VITAL METALS LIMITED",VML,"Materials"
"VMOTO LIMITED",VMT,"Automobile & Components"
"VOCATION LIMITED",VET,"Consumer Services"
"VOCUS COMMUNICATIONS LIMITED",VOC,"Telecommunication Services"
"VOLTA MINING LIMITED",VTM,"Materials"
"VOLTAGE IP LIMITED",VIP,"Software & Services"
"VORTEX PIPES LIMITED",VTX,"Capital Goods"
"VOYAGER RESOURCES LIMITED",VOR,"Materials"
"WALKABOUT RESOURCES LTD",WKT,"Materials"
"WAM ACTIVE LIMITED",WAA,"Diversified Financials"
"WAM CAPITAL LIMITED",WAM,"Diversified Financials"
"WAM RESEARCH LIMITED",WAX,"Diversified Financials"
"WARATAH RESOURCES LIMITED",WGO,"Materials"
"WARRNAMBOOL CHEESE & BUTTER FACTORY CO.HOLD.LTD",WCB,"Food Beverage & Tobacco"
"WASABI ENERGY LIMITED",WAS,"Utilities"
"WASHINGTON H SOUL PATTINSON & COMPANY LIMITED",SOL,"Energy"
"WATER RESOURCES GROUP LIMITED",WRG,"Utilities"
"WATERCO LIMITED",WAT,"Consumer Durables & Apparel"
"WATERMARK MARKET NEUTRAL FUND LIMITED",WMK,"Diversified Financials"
"WATPAC LIMITED",WTP,"Capital Goods"
"WAVENET INTERNATIONAL LIMITED",WAL,"Energy"
"WCP RESOURCES LIMITED",WCP,"Materials"
"WDS LIMITED",WDS,"Capital Goods"
"WEBJET LIMITED",WEB,"Retailing"
"WEBSTER LIMITED",WBA,"Food Beverage & Tobacco"
"WELCOME STRANGER MINING LIMITED",WSE,"Software & Services"
"WELLCOM GROUP LIMITED",WLL,"Commercial & Professional Services"
"WESFARMERS LIMITED",WES,"Food & Staples Retailing"
"WEST AFRICAN RESOURCES LIMITED",WAF,"Materials"
"WEST PEAK IRON LIMITED",WPI,"Materials"
"WEST WITS MINING LIMITED",WWI,"Materials"
"WESTERN AREAS LIMITED",WSA,"Materials"
"WESTERN DESERT RESOURCES LIMITED",WDR,"Materials"
"WESTERN MINING NETWORK LIMITED",WMN,"Materials"
"WESTFIELD GROUP",WDC,"Real Estate"
"WESTFIELD RETAIL TRUST",WRT,"Real Estate"
"WESTOZ INVESTMENT COMPANY LIMITED",WIC,"GICS Sector Code Not Applicable"
"WESTPAC BANKING CORPORATION",WBC,"Banks"
"WESTPAC TPS TRUST",WCT,"GICS Sector Code Not Applicable"
"WESTSIDE CORPORATION LIMITED",WCL,"Energy"
"WHITE CLIFF MINERALS LIMITED",WCN,"Materials"
"WHITE EAGLE RESOURCES LTD",WEG,"Materials"
"WHITE ENERGY COMPANY LIMITED",WEC,"Energy"
"WHITE ROCK MINERALS LIMITED",WRM,"Materials"
"WHITEFIELD LIMITED",WHF,"Diversified Financials"
"WHITEHAVEN COAL LIMITED",WHC,"Energy"
"WHITESTAR RESOURCES LIMITED",WSR,"Materials"
"WHL ENERGY LIMITED",WHN,"Energy"
"WIDE BAY AUSTRALIA LTD",WBB,"Banks"
"WILD ACRE METALS LIMITED",WAC,"Materials"
"WILDHORSE ENERGY LIMITED",WHE,"Energy"
"WILSON HTM INVESTMENT GROUP LTD",WIG,"Diversified Financials"
"WINDIMURRA VANADIUM LIMITED",WVL,"Materials"
"WINDWARD RESOURCES LTD",WIN,"Materials"
"WINMAR RESOURCES LIMITED",WFE,"Materials"
"WOLF MINERALS LIMITED",WLF,"Materials"
"WOLF PETROLEUM LTD",WOF,"Energy"
"WOLLONGONG COAL LIMITED",WLC,"Materials"
"WOODSIDE PETROLEUM LIMITED",WPL,"Energy"
"WOOLWORTHS LIMITED",WOW,"Food & Staples Retailing"
"WORLD OIL RESOURCES LTD",WLR,"Energy"
"WORLD REACH LIMITED",WRR,"Technology Hardware & Equipment"
"WORLD TITANIUM RESOURCES LIMITED",WTR,"Materials"
"WORLD.NET SERVICES LIMITED",WNS,"Software & Services"
"WORLEYPARSONS LIMITED",WOR,"Energy"
"WOTIF.COM HOLDINGS LIMITED",WTF,"Retailing"
"WPG RESOURCES LTD",WPG,"Materials"
"XANADU MINES LTD",XAM,"Materials"
"XERO LIMITED",XRO,"Software & Services"
"XIAOXIAO EDUCATION LIMITED",XXL,"Consumer Services"
"XRF SCIENTIFIC LIMITED",XRF,"Capital Goods"
"XSTATE RESOURCES LIMITED",XST,"Energy"
"XTEK LIMITED.",XTE,"Capital Goods"
"YANCOAL AUSTRALIA LIMITED",YAL,"Energy"
"YANGHAO INTERNATIONAL LIMITED",YHL,"Consumer Durables & Apparel"
"YELLOW BRICK ROAD HOLDINGS LIMITED",YBR,"Diversified Financials"
"YELLOW ROCK RESOURCES LIMITED",YRR,"Materials"
"YOWIE GROUP LTD",YOW,"Food Beverage & Tobacco"
"YTC RESOURCES LIMITED",YTC,"Materials"
"Z ENERGY LIMITED",ZNZ,"Energy"
"ZAMANCO MINERALS LIMITED",ZAM,"Materials"
"ZAMBEZI RESOURCES LIMITED",ZRL,"Materials"
"ZAMIA METALS LIMITED",ZGM,"Materials"
"ZENITH MINERALS LIMITED",ZNC,"Materials"
"ZETA PETROLEUM PLC",ZTA,"Energy"
"ZETA RESOURCES LIMITED",ZER,"Materials"
"ZEUS RESOURCES LIMITED",ZEU,"Energy"
"ZICOM GROUP LIMITED",ZGL,"Capital Goods"
"ZIMPLATS HOLDINGS LIMITED",ZIM,"Materials"
"ZINGMOBILE GROUP LIMITED",ZMG,"Software & Services"
"ZYL LIMITED",ZYL,"Materials"
